id_fonction; catalytic activity; keywords_biological_process; keywords_molecular_function; keywords_cellular_component
FU291; ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).; ATP synthesis, Hydrogen ion transport, Ion transport, Transport; Hydrolase; CF(1), Chloroplast, Membrane, Plastid, Thylakoid
FU292; ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).; ATP synthesis, Hydrogen ion transport, Ion transport, Transport; Hydrolase; CF(1), Membrane, Mitochondrion, Mitochondrion inner membrane
FU293; ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).; ATP synthesis, Hydrogen ion transport, Ion transport, Transport; Hydrolase; CF(1), Chloroplast, Membrane, Plastid, Thylakoid
FU294; None; ATP synthesis, Hydrogen ion transport, Ion transport, Transport; None; CF(1), Chloroplast, Membrane, Plastid, Thylakoid
FU295; None; ATP synthesis, Hydrogen ion transport, Ion transport, Transport; None; CF(0), Chloroplast, Membrane, Plastid, Thylakoid
FU296; None; ATP synthesis, Hydrogen ion transport, Ion transport, Transport; None; CF(0), Chloroplast, Membrane, Plastid, Thylakoid
FU297; None; ATP synthesis, Hydrogen ion transport, Ion transport, Transport; None; CF(0), Chloroplast, Membrane, Plastid, Thylakoid
FU298; ATP + a protein = ADP + a phosphoprotein.; Cell cycle, DNA damage, DNA repair; Kinase, Serine/threonine-protein kinase, Transferase; Nucleus
FU299; Thiol-dependent hydrolysis of ester, thioester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).; Transcription, Transcription regulation, Ubl conjugation pathway; Hydrolase, Protease, Thiol protease; Nucleus
FU300; None; Cell wall biogenesis/degradation; None; Cytoplasm
FU301; Betaine aldehyde + NAD(+) + H(2)O = betaine + NADH.; None; Oxidoreductase; Peroxisome
FU302; Betaine aldehyde + NAD(+) + H(2)O = betaine + NADH.; None; Oxidoreductase; Cytoplasm, Peroxisome
FU303; None; Ubl conjugation pathway; Ligase; None
FU304; None; Ubl conjugation pathway; Ligase; None
FU305; 2 R'-SH + ROOH = R'-S-S-R' + H(2)O + ROH.; Hydrogen peroxide; Antioxidant, Oxidoreductase, Peroxidase; Chloroplast, Plastid
FU306; None; Symport, Transport; None; Chloroplast, Membrane, Plastid
FU307; None; Transport; None; Chloroplast, Membrane, Plastid
FU308; None; Transport; None; Chloroplast, Membrane, Plastid
FU309; None; Transport; None; Chloroplast, Membrane, Plastid
FU310; None; Transport; None; Chloroplast, Membrane, Plastid
FU311; None; Amino-acid transport, Transport; None; Membrane
FU312; None; None; Hydrolase, Nuclease; Nucleus
FU313; None; None; Hydrolase, Nuclease; Nucleus
FU314; None; Transcription, Transcription regulation; None; Nucleus
FU315; None; Transcription, Transcription regulation; None; Nucleus
FU316; None; Transcription, Transcription regulation; None; Nucleus
FU317; None; Transcription, Transcription regulation; None; Nucleus
FU318; None; Cell cycle, Cell wall biogenesis/degradation, Growth regulation, Transcription, Transcription regulation; Activator, Motor protein; Cytoplasm, Cytoskeleton, Microtubule, Nucleus
FU319; None; None; None; Nucleus
FU320; None; None; None; Nucleus
FU321; None; None; None; Nucleus
FU322; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU323; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU324; None; Auxin signaling pathway, Transport; None; Cell membrane, Membrane
FU325; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU326; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU327; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU328; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU329; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU330; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU331; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU332; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU333; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU334; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU335; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU336; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU337; Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; None; Glycosidase, Hydrolase; Apoplast, Secreted
FU338; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU339; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU340; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU341; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU342; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU343; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; Secreted
FU344; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; Secreted
FU345; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU346; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU347; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU348; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU349; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU350; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU351; None; None; Hydrolase; None
FU352; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU353; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU354; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU355; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU356; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU357; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; Secreted
FU358; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU359; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU360; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU361; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU362; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU363; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU364; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU365; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU366; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU367; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU368; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU369; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU370; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU371; None; None; Hydrolase; None
FU372; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU373; Hydrolysis of terminal, non-reducing beta-D-glucosyl residues with release of beta-D-glucose.; None; Glycosidase, Hydrolase; None
FU374; None; Apoptosis; None; Membrane
FU375; None; Auxin signaling pathway, Transport; None; Cell membrane, Membrane
FU376; None; Auxin signaling pathway; Developmental protein; Membrane
FU377; ATP + 7,8-diaminononanoate + CO(2) = ADP + phosphate + dethiobiotin., S-adenosyl-L-methionine + 8-amino-7-oxononanoate = S-adenosyl-4-methylthio-2-oxobutanoate + 7,8-diaminononanoate.; Biotin biosynthesis; Aminotransferase, Ligase, Transferase; Mitochondrion
FU378; [a protein]-serine/threonine phosphate + H(2)O = [a protein]-serine/threonine + phosphate.; None; Hydrolase, Protein phosphatase; None
FU379; None; Brassinosteroid signaling pathway, Lipid metabolism; None; None
FU380; None; None; Developmental protein; Cell membrane, Membrane
FU381; None; Growth regulation; None; None
FU382; S-adenosyl-L-methionine + 2-methyl-6-phytylbenzene-1,4-diol = S-adenosyl-L-homocysteine + 2,3-dimethyl-6-phytylbenzene-1,4-diol., S-adenosyl-L-methionine + 2-methyl-6-all-trans-nonaprenylbenzene-1,4-diol = S-adenosyl-L-homocysteine + plastoquinol., S-adenosyl-L-methionine + 6-geranylgeranyl-2-methylbenzene-1,4-diol = S-adenosyl-L-homocysteine + 6-geranylgeranyl-2,3-dimethylbenzene-1,4-diol.; None; Methyltransferase, Transferase; Chloroplast, Membrane, Plastid, Plastid inner membrane
FU383; S-adenosyl-L-methionine + 2-methyl-6-phytylbenzene-1,4-diol = S-adenosyl-L-homocysteine + 2,3-dimethyl-6-phytylbenzene-1,4-diol., S-adenosyl-L-methionine + 2-methyl-6-all-trans-nonaprenylbenzene-1,4-diol = S-adenosyl-L-homocysteine + plastoquinol., S-adenosyl-L-methionine + 6-geranylgeranyl-2-methylbenzene-1,4-diol = S-adenosyl-L-homocysteine + 6-geranylgeranyl-2,3-dimethylbenzene-1,4-diol.; None; Methyltransferase, Transferase; Chloroplast, Membrane, Plastid, Plastid inner membrane
FU384; None; Ubl conjugation pathway; Chromatin regulator, Ligase; Nucleus
FU385; None; Ubl conjugation pathway; Chromatin regulator, Ligase; Nucleus
FU386; None; None; None; Cytoplasm, Cytoskeleton
FU387; None; None; None; Nucleus
FU388; None; None; None; Nucleus
FU389; None; None; None; Nucleus
FU390; None; None; None; Nucleus
FU391; None; None; None; Nucleus
FU392; [a protein]-serine/threonine phosphate + H(2)O = [a protein]-serine/threonine + phosphate.; None; Hydrolase, Protein phosphatase; Nucleus
FU393; [a protein]-serine/threonine phosphate + H(2)O = [a protein]-serine/threonine + phosphate.; None; Hydrolase, Protein phosphatase; Nucleus
FU394; None; None; None; None
FU395; None; None; None; None
FU396; None; None; None; None
FU397; None; None; None; None
FU398; None; None; None; None
FU399; None; None; None; None
FU400; None; None; None; None
FU401; None; None; None; None
FU402; None; None; None; None
FU403; None; None; None; None
FU404; None; None; None; None
FU405; None; None; None; None
FU406; None; None; None; None
FU407; None; None; None; None
FU408; None; None; None; None
FU409; None; None; None; None
FU410; None; None; None; None
FU411; None; Transcription, Transcription regulation; None; Nucleus
FU412; None; Transcription, Transcription regulation; None; Nucleus
FU413; None; Transcription, Transcription regulation; None; Nucleus
FU414; None; Brassinosteroid signaling pathway, Growth regulation, Transcription, Transcription regulation; None; None
FU415; None; Brassinosteroid signaling pathway, Growth regulation, Transcription, Transcription regulation; None; None
FU416; None; Brassinosteroid signaling pathway, Growth regulation, Transcription, Transcription regulation; None; None
FU417; None; Brassinosteroid signaling pathway, Growth regulation, Transcription, Transcription regulation; None; Cytoplasm, Nucleus
FU418; None; None; Monooxygenase, Oxidoreductase; Membrane
FU419; None; None; Monooxygenase, Oxidoreductase; Membrane
FU420; None; None; Monooxygenase, Oxidoreductase; Membrane
FU421; None; None; Monooxygenase, Oxidoreductase; Endoplasmic reticulum, Membrane
FU422; None; None; Monooxygenase, Oxidoreductase; Membrane
FU423; None; None; Monooxygenase, Oxidoreductase; Membrane
FU424; None; None; None; None
FU425; None; None; None; Nucleus
FU426; None; None; None; None
FU427; None; None; None; None
FU428; None; None; None; None
FU429; None; None; None; None
FU430; None; None; None; None
FU431; None; None; None; None
FU432; None; None; None; None
FU433; None; None; None; None
FU434; None; None; None; None
FU435; None; None; None; None
FU436; None; None; None; None
FU437; None; None; None; None
FU438; None; None; None; None
FU439; None; Jasmonic acid signaling pathway; None; Nucleus
FU440; None; None; None; None
FU441; None; None; None; None
FU442; None; None; None; None
FU443; None; None; None; None
FU444; None; None; None; None
FU445; None; None; None; None
FU446; None; None; None; None
FU447; None; None; None; None
FU448; None; None; None; None
FU449; None; None; None; None
FU450; None; None; None; None
FU451; None; None; None; None
FU452; None; None; None; None
FU453; None; None; None; None
FU454; None; None; None; None
FU455; None; None; None; None
FU456; None; None; None; None
FU457; None; None; None; None
FU458; None; Ubl conjugation pathway; Ligase; None
FU459; None; None; None; None
FU460; None; None; None; None
FU461; None; None; None; None
FU462; None; None; None; None
FU463; None; None; None; None
FU464; None; None; None; None
FU465; None; None; None; None
FU466; None; None; None; None
FU467; None; None; None; None
FU468; None; None; None; None
FU469; None; None; Helicase, Hydrolase; None
FU470; None; None; None; None
FU471; None; None; None; None
FU472; None; None; None; None
FU473; None; None; None; None
FU474; None; None; None; Nucleus
FU475; None; None; None; None
FU476; None; None; None; None
FU477; None; None; None; None
FU478; None; None; None; None
FU479; None; None; None; None
FU480; None; None; None; None
FU481; None; None; None; None
FU482; None; None; None; None
FU483; None; None; None; None
FU484; None; None; None; Nucleus
FU485; None; None; None; None
FU486; Ent-kaur-16-ene + NADPH + O(2) = ent-kaur-16-en-19-ol + NADP(+) + H(2)O., Ent-kaur-16-en-19-ol + NADPH + O(2) = ent-kaur-16-en-19-al + NADP(+) + 2 H(2)O., Ent-kaur-16-en-19-al + NADPH + O(2) = ent-kaur-16-en-19-oate + NADP(+) + H(2)O.; None; Monooxygenase, Oxidoreductase; Membrane
FU487; None; None; Monooxygenase, Oxidoreductase; Membrane
FU488; Ent-sandaracopimaradiene + NADPH + O(2) = ent-sandaracopimaradien-3-beta-ol + NADP(+) + H(2)O.; Host-virus interaction; Monooxygenase, Oxidoreductase; Membrane
FU489; None; None; Monooxygenase, Oxidoreductase; Membrane
FU490; None; None; None; Membrane
FU491; None; None; Monooxygenase, Oxidoreductase; Membrane
FU492; None; Brassinosteroid biosynthesis, Lipid biosynthesis, Lipid metabolism, Steroid biosynthesis; Monooxygenase, Oxidoreductase; Membrane
FU493; Ent-isokaurene + O(2) + NADPH = ent-2-alpha-hydroxyisokaurene + H(2)O + NADP(+).; None; Monooxygenase, Oxidoreductase; Membrane
FU494; None; Growth regulation; Monooxygenase, Oxidoreductase; Membrane
